Headline,Category,Link
Judgment is a legal melodrama full of busting crime — and finding cats,Reviews,https://www.polygon.com/2019/2/28/18243005/judgment-ps4-yakuza-impressions-sega
"Fortnite’s season 8 cinematic shows off a volcano, pirate ships, and ancient ruins",Updates,https://www.polygon.com/fortnite/2019/2/28/18243322/fortnite-season-8-trailer-volcano-pirate-treasure-ancient-ruins
"Fortnite now has a ping system, just like Apex Legends",Updates,https://www.polygon.com/2019/2/28/18244496/fortnite-season-8-ping-system-apex-legends
ToeJam & Earl: Back in the Groove is pure joy,Reviews,https://www.polygon.com/reviews/2019/2/28/18243019/toejam-earl-back-in-the-groove-review
"Nintendo eShop brings Deltarune, Ice Climbers to Switch",New Releases,https://www.polygon.com/2019/2/28/18244577/nintendo-eshop-update-delatrune-ice-climbers
Everyone hates my big stupid horse in Red Dead Online,Commentary,https://www.polygon.com/2019/2/28/18244135/red-dead-rdr2-online-horse
A Weezer-themed island has appeared in Fortnite ... for some reason,Updates,https://www.polygon.com/fortnite/2019/2/28/18241658/fortnite-season-8-weezer-jukebox-music-island
"Kingdom Hearts 3 DLC will add more difficulty, deepen the story",Updates,https://www.polygon.com/2019/2/28/18244622/kingdom-hearts-3-dlc-critical-mode
Red Dead Online’s latest patch didn’t solve the game’s biggest problems,Reviews,https://www.polygon.com/2019/2/28/18244251/red-dead-rdr2-online-patch-hunting-nerfs-emotes-microtransactions
Anthem loot is getting an overhaul,Updates,https://www.polygon.com/2019/2/28/18244646/anthem-loot-inscription-patch-notes-bioware
Horizon Zero Dawn: more than 10 million copies sold lifetime,Announcements,https://www.polygon.com/2019/2/28/18244721/horizon-zero-dawn-sales-ps4
How to use Fortnite’s new pirate cannon — Fortnite Guide,Reviews,https://www.polygon.com/fortnite-battle-royale-guide/2019/2/28/18243473/fortnite-pirate-cannon-guide
Afterparty takes sassy dialogue gaming straight to hell,Commentary,https://www.polygon.com/2019/3/29/18286275/afterparty-night-school-xbox-one-pc-gdc-2019
The Division 2 guide: Dark Zone build,Walkthroughs,https://www.polygon.com/division-2-guide/2019/3/29/18287015/dark-zone-build-gear-weapons-skills
"Destiny 2 Xur location and items, March 29 - April 1",Walkthroughs,https://www.polygon.com/destiny-2-guide-walkthrough/2019/3/29/18287201/destiny-2-xur-location-items-march-29-april-1
We reveal Hearthstone’s epic muscle minion in Rise of Shadows,Updates,https://www.polygon.com/2019/3/29/18287165/hearthstone-rise-of-shadows-batterhead-neutral-epic
World of Warcraft is focusing on its endgame experience with Patch 8.2,Updates,https://www.polygon.com/2019/3/29/18284833/battle-for-azeroth-endgame-patch-8-2
"Journey to the Savage Planet is a jaunty exploration of a colorful, alien world",Reviews,https://www.polygon.com/2019/3/29/18287499/journey-to-the-savage-planet-xbox-one-ps4-pc
Frankenstein-inspired The Wanderer is about beauty and childlike wonder,Reviews,https://www.polygon.com/2019/3/30/18287457/the-wanderer-frankensteins-creature-switch-pc-mobile
Valve VR device teased and named: The Valve Index,Rumours,https://www.polygon.com/2019/3/30/18288251/valve-index-teased-release-date-vr
Sakura Wars rekindles with a western release in 2020,New Releases,https://www.polygon.com/2019/3/30/18288384/project-sakura-wars-release-date-ps4-west
Driveclub shuts down in 2020,Announcements,https://www.polygon.com/2019/3/30/18288493/driveclub-shutdown-date-march-2020-ps4-psn
Yoshi’s Crafted World is a symphony of everyday materials,Reviews,https://www.polygon.com/2019/3/31/18285892/yoshis-crafted-world-graphics-materials-nintendo-switch
Star Citizen’s next update adds a new planet and playable female avatars,Updates,https://www.polygon.com/2019/3/31/18289282/star-citizen-alpha-35-update-release-date-pc-flight-control
Dota Auto Chess developers tease two new chess pieces coming soon,Updates,https://www.polygon.com/2019/3/27/18284005/dota-auto-chess-new-pieces-zeus-mars-teaser
The Division 2’s endgame content arrives April 5,Updates,https://www.polygon.com/2019/3/27/18270847/the-division-2-endgame-tidal-basin-tier-5-release-date
Apex Legends’ Battle Pass is a lot of grinding for very little reward,Reviews,https://www.polygon.com/2019/3/27/18284144/apex-legends-battle-pass-fortnite-grind
Yoshi’s Crafted World wants to be the Nintendo Labo of side-scrollers,Reviews,https://www.polygon.com/reviews/2019/3/27/18283972/yoshis-crafted-world-review-nintendo-switch
Ubisoft’s E3 2019 press briefing slated for June 10,Announcements,https://www.polygon.com/2019/3/27/18284248/ubisoft-e3-2019-press-conference-date-time
"The Division 2 guide: How to unlock Cassie Mendoza, the secret vendor",Walkthroughs,https://www.polygon.com/division-2-guide/2019/3/27/18284330/vendor-high-end-secret-bounty-unlock-find-cassie-mendoza
Kaz Hirai to retire from Sony,Announcements,https://www.polygon.com/2019/3/28/18285298/sony-kaz-hirai-retires
"Dragons take flight in The Elder Scrolls Online’s next chapter, Elsweyr",Updates,https://www.polygon.com/2019/3/28/18284533/the-elder-scrolls-online-elsweyr-dragons-preview-impressions-necromancer-release-date
Get 15 bounces in a single throw with the Bouncy Ball toy — Fortnite challenge guide,Walkthroughs,https://www.polygon.com/fortnite-battle-royale-guide/2019/3/28/18285472/get-15-bounces-in-a-single-throw-with-the-bouncy-ball-toy
"Borderlands remaster coming to PC, PS4, and Xbox One in April",New Releases,https://www.polygon.com/2019/3/28/18285611/borderlands-remastered-game-of-the-year-edition-pc-ps4-xbox-one-release-date
Borderlands 3 announced: watch the first trailer,New Releases,https://www.polygon.com/2019/3/28/18284249/borderlands-3-announcement-trailer-gearbox-release-date
Assassin’s Creed Valhalla gets free Altaïr cosplay,Updates,https://www.polygon.com/22575618/assassins-creed-valhalla-eivor-altair-legacy-outfit
"Call of Duty gets paintball, Capture the Flag, and a Warzone objective mode this season",Updates,https://www.polygon.com/call-of-duty/22575374/call-of-duty-black-ops-cold-war-warzone-midseason-update-reloaded-payload-weapons-maps
Atlus teases too many Persona projects for 25th anniversary,Rumours,https://www.polygon.com/22575468/persona-6-atlus-25th-anniversary-new-projects
Skyward Sword HD proves we didn’t need a generation of motion controls,Commentary,https://www.polygon.com/22576057/legend-of-zelda-skyward-sword-hd-nintendo-switch-impressions-preview-motion-controls-wii
"Gundam, Mazinger, SSSS.Gridman, and more collide in new Super Robot Wars game",New Releases,https://www.polygon.com/22576940/super-robot-wars-30-release-date-steam-best-mecha-anime
"Battlefield 2042 will include cross-play, cross-progression",New Releases,https://www.polygon.com/22577107/battlefield-2042-cross-play-progression-technical-beta-test-dates
Black Ops Cold War’s new patch buffs Zombies mode’s worst weapons,Updates,https://www.polygon.com/call-of-duty/22577023/call-of-duty-black-ops-cold-wars-season-4-reloaded-patch-notes-balance-changes-zombies
Blizzard learned all the wrong lessons from the MCU,Commentary,https://www.polygon.com/22577150/blizzard-world-of-warcraft-shadowlands-overwatch-writing-cinematics-mcu
Nickelodeon’s new Smash Bros. game has spawned a million memes,Commentary,https://www.polygon.com/22576895/nickelodeon-all-star-brawl-memes-spongebob-patrick-thornberry-invader-zim
Betray and eat your friends in this Among Us-style Arctic survival game,New Releases,https://www.polygon.com/22577377/dread-hunger-social-sabotage-game-early-access-fall-full-release
Destiny 2 is gatekeeping hardcore players from playing what they want,Commentary,https://www.polygon.com/22577494/destiny-2-bonus-artifact-power-grand-master-nightfall-vault-glass-raid
Avatar fans think they’ve spotted Korra and Aang in Nickelodeon’s new brawler,Rumours,https://www.polygon.com/22577380/nickelodeon-all-star-brawl-avatar-last-airbender-legend-of-korra-catdog-fighting-game
Resident Evil Village multiplayer mode delayed to 2022,Announcements,https://www.polygon.com/22578358/resident-evil-village-multiplayer-mode-delayed-reverse-2022
